STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014
Montana,Fergus County,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Flathead County,30,29,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2
Montana,Gallatin County,30,31,0,0,0,0,0,0,0,1,4,1,0,3,1,2,1
Montana,Garfield County,30,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Glacier County,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Golden Valley County,30,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Granite County,30,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Hill County,30,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Jefferson County,30,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Judith Basin County,30,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Lake County,30,47,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Montana,Lewis and Clark County,30,49,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
Montana,Liberty County,30,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Lincoln County,30,53,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Montana,McCone County,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Madison County,30,57,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Montana,Meagher County,30,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Mineral County,30,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Missoula County,30,63,0,0,0,0,0,0,0,0,2,0,0,2,1,2,0
Montana,Musselshell County,30,65,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Montana,Park County,30,67,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Montana,Petroleum County,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Phillips County,30,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Pondera County,30,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Powder River County,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Powell County,30,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Montana,Prairie County,30,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Ravalli County,30,81,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Montana,Richland County,30,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Roosevelt County,30,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Rosebud County,30,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Montana,Sanders County,30,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Sheridan County,30,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Silver Bow County,30,93,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Montana,Stillwater County,30,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Sweet Grass County,30,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Teton County,30,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Toole County,30,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Treasure County,30,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Valley County,30,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Wheatland County,30,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Wibaux County,30,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Montana,Yellowstone County,30,111,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0
Montana,Montana,30,999,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2
Nebraska,Adams County,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Antelope County,31,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nebraska,Arthur County,31,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Banner County,31,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Blaine County,31,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Boone County,31,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nebraska,Box Butte County,31,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Boyd County,31,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Brown County,31,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nebraska,Buffalo County,31,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Burt County,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Butler County,31,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Cass County,31,25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nebraska,Cedar County,31,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nebraska,Chase County,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Cherry County,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Cheyenne County,31,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Clay County,31,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Colfax County,31,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Cuming County,31,39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Nebraska,Custer County,31,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Dakota County,31,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Dawes County,31,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Dawson County,31,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Deuel County,31,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Dixon County,31,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Dodge County,31,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nebraska,Douglas County,31,55,1,1,3,1,1,0,3,1,5,2,3,3,6,2,3
Nebraska,Dundy County,31,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Fillmore County,31,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Franklin County,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Frontier County,31,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Furnas County,31,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Gage County,31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Garden County,31,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Garfield County,31,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Gosper County,31,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Grant County,31,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Greeley County,31,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Hall County,31,79,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
Nebraska,Hamilton County,31,81,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nebraska,Harlan County,31,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Hayes County,31,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Hitchcock County,31,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Holt County,31,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Hooker County,31,91,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nebraska,Howard County,31,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Jefferson County,31,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Johnson County,31,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Kearney County,31,99,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nebraska,Keith County,31,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Keya Paha County,31,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Kimball County,31,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Knox County,31,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Lancaster County,31,109,4,1,1,1,0,2,2,2,0,1,3,4,6,3,2
Nebraska,Lincoln County,31,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Logan County,31,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Loup County,31,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,McPherson County,31,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Madison County,31,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Merrick County,31,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Morrill County,31,123,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Nance County,31,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Nemaha County,31,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Nuckolls County,31,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Otoe County,31,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Pawnee County,31,133,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nebraska,Perkins County,31,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Phelps County,31,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Pierce County,31,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Platte County,31,141,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nebraska,Polk County,31,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Red Willow County,31,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Richardson County,31,147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nebraska,Rock County,31,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Saline County,31,151,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nebraska,Sarpy County,31,153,0,1,1,0,0,0,3,0,0,0,1,0,1,2,2
Nebraska,Saunders County,31,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Scotts Bluff County,31,157,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Nebraska,Seward County,31,159,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nebraska,Sheridan County,31,161,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Nebraska,Sherman County,31,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Sioux County,31,165,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nebraska,Stanton County,31,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Thayer County,31,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Thomas County,31,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Thurston County,31,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Valley County,31,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Washington County,31,177,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Nebraska,Wayne County,31,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,Webster County,31,181,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nebraska,Wheeler County,31,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebraska,York County,31,185,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nebraska,Nebraska,31,999,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nevada,Churchill County,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,Clark County,32,3,3,3,1,3,1,0,1,9,3,4,1,3,3,7,3
Nevada,Douglas County,32,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nevada,Elko County,32,7,0,0,0,0,0,1,0,0,0,0,0,0,1,3,1
Nevada,Esmeralda County,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nevada,Eureka County,32,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,Humboldt County,32,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Nevada,Lander County,32,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,Lincoln County,32,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,Lyon County,32,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Nevada,Mineral County,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,Nye County,32,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Nevada,Pershing County,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,Storey County,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Nevada,Washoe County,32,31,0,0,1,0,0,1,2,6,8,6,1,1,2,3,1
Nevada,White Pine County,32,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nevada,Carson City,32,510,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Nevada,Nevada,32,999,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0
New Hampshire,Belknap County,33,1,5,9,6,6,11,2,10,6,22,20,34,42,29,47,25
New Hampshire,Carroll County,33,3,2,1,9,2,9,4,5,19,16,18,35,53,48,60,14
New Hampshire,Cheshire County,33,5,7,0,5,7,3,6,12,13,36,34,29,61,43,72,40
New Hampshire,Coos County,33,7,3,3,1,1,2,4,4,3,2,3,5,10,5,2,4
New Hampshire,Grafton County,33,9,4,5,2,10,6,5,7,14,18,19,45,40,42,78,26
New Hampshire,Hillsborough County,33,11,14,19,36,37,38,75,151,218,449,438,423,386,425,499,136
New Hampshire,Merrimack County,33,13,8,11,13,10,16,9,28,45,104,89,109,107,126,147,92
New Hampshire,Rockingham County,33,15,31,59,115,78,103,129,310,395,671,582,500,422,546,523,222
New Hampshire,Strafford County,33,17,10,21,73,35,37,31,88,180,262,191,137,156,171,212,86
New Hampshire,Sullivan County,33,19,0,1,1,4,1,0,2,3,14,21,22,22,15,39,29
New Hampshire,New Hampshire,33,999,0,0,0,0,0,0,0,0,7,0,0,0,0,8,50
New Jersey,Atlantic County,34,1,90,62,74,129,156,137,98,160,123,137,124,123,97,67,101
New Jersey,Bergen County,34,3,104,40,127,122,86,163,118,157,174,281,166,221,183,241,212
New Jersey,Burlington County,34,5,22,6,20,92,132,158,109,174,278,406,246,233,260,211,196
New Jersey,Camden County,34,7,11,4,12,19,43,54,5,2,2,6,9,89,88,129,113
New Jersey,Cape May County,34,9,15,8,7,40,46,39,20,38,36,40,27,43,41,26,12
New Jersey,Cumberland County,34,11,32,18,17,72,62,90,71,164,98,195,97,84,88,60,60
New Jersey,Essex County,34,13,58,37,84,93,86,111,59,91,122,209,146,147,121,131,114
New Jersey,Gloucester County,34,15,101,44,55,76,111,200,101,7,100,149,112,134,138,101,124
New Jersey,Hudson County,34,17,14,6,9,13,10,12,4,16,17,59,40,28,26,49,44
New Jersey,Hunterdon County,34,19,538,492,412,403,326,366,273,256,379,444,323,440,207,225,89
New Jersey,Mercer County,34,21,83,32,32,68,112,225,150,206,234,253,158,217,141,141,143
New Jersey,Middlesex County,34,23,116,81,134,89,66,81,53,73,54,182,134,221,158,160,220
New Jersey,Monmouth County,34,25,191,168,167,211,242,272,285,278,259,409,336,356,337,372,439
New Jersey,Morris County,34,27,461,416,398,440,339,524,292,330,404,640,479,478,401,558,408
New Jersey,Ocean County,34,29,92,105,126,166,220,182,149,203,149,189,249,222,204,210,232
New Jersey,Passaic County,34,31,30,21,35,65,78,66,46,91,156,253,177,173,172,180,190
New Jersey,Salem County,34,33,41,29,21,26,22,33,9,56,44,45,30,65,53,52,19
New Jersey,Somerset County,34,35,152,128,128,148,146,162,134,149,153,256,204,171,251,215,144
New Jersey,Sussex County,34,37,140,155,262,336,219,246,270,354,353,434,399,442,335,347,258
New Jersey,Union County,34,39,19,16,33,39,61,24,25,55,67,88,67,89,76,78,59
New Jersey,Warren County,34,41,149,149,195,240,135,217,159,267,257,292,188,282,196,213,108
New Jersey,New Jersey,34,999,0,3,1,0,0,1,2,7,26,6,1,4,3,0,1
New Mexico,Bernalillo County,35,1,0,0,0,1,1,0,1,1,1,3,4,1,1,3,0
New Mexico,Catron County,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Chaves County,35,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
New Mexico,Cibola County,35,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
New Mexico,Colfax County,35,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New Mexico,Curry County,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,De Baca County,35,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Doña Ana County,35,13,0,0,0,0,0,1,1,0,2,0,0,0,0,1,0
New Mexico,Eddy County,35,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Grant County,35,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Guadalupe County,35,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Harding County,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Hidalgo County,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Lea County,35,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
New Mexico,Lincoln County,35,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Los Alamos County,35,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Luna County,35,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
New Mexico,McKinley County,35,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Mora County,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Otero County,35,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
New Mexico,Quay County,35,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Rio Arriba County,35,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
New Mexico,Roosevelt County,35,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Sandoval County,35,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
New Mexico,San Juan County,35,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
New Mexico,San Miguel County,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Santa Fe County,35,49,0,1,0,0,0,0,1,0,1,0,1,3,0,1,0
New Mexico,Sierra County,35,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Socorro County,35,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Taos County,35,55,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0
New Mexico,Torrance County,35,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Union County,35,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,Valencia County,35,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Mexico,New Mexico,35,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New York,Albany County,36,1,57,66,165,99,226,307,348,427,638,276,157,364,114,123,104
New York,Allegany County,36,3,0,1,1,2,2,1,0,1,2,6,6,3,4,3,1
New York,Bronx County,36,5,14,8,9,20,28,27,18,33,73,74,57,39,32,47,49
New York,Broome County,36,7,5,0,1,5,5,11,4,3,19,24,22,62,64,109,65
New York,Cattaraugus County,36,9,0,0,0,0,0,0,0,0,4,9,3,6,3,4,5
New York,Cayuga County,36,11,3,2,1,0,0,2,1,1,0,10,2,2,3,12,7
New York,Chautauqua County,36,13,4,2,0,1,2,3,1,2,7,8,3,7,6,9,6
New York,Chemung County,36,15,1,0,1,0,0,4,0,2,0,3,1,7,6,25,30
New York,Chenango County,36,17,3,0,2,0,0,1,2,7,4,10,8,20,14,34,37
New York,Clinton County,36,19,3,5,2,9,5,5,3,1,7,6,9,13,9,38,25
New York,Columbia County,36,21,595,647,999,904,404,362,375,318,584,356,220,238,183,216,185
New York,Cortland County,36,23,0,1,0,0,0,1,1,3,1,6,4,4,7,8,14
New York,Delaware County,36,25,1,2,2,0,2,6,2,4,9,9,8,10,13,23,25
New York,Dutchess County,36,27,1086,1121,1720,1283,1076,1398,930,551,1141,413,206,205,132,173,225
New York,Erie County,36,29,7,4,4,1,1,10,4,7,8,14,15,14,11,21,30
New York,Essex County,36,31,1,2,2,1,2,1,4,6,24,43,24,16,22,83,32
New York,Franklin County,36,33,2,0,3,1,0,1,2,1,5,5,7,9,7,18,9
New York,Fulton County,36,35,1,1,0,0,1,2,0,1,6,10,3,8,9,23,13
New York,Genesee County,36,37,0,0,0,1,0,0,0,0,1,0,0,1,1,2,4
New York,Greene County,36,39,97,95,179,119,99,121,147,157,313,247,127,148,114,204,131
New York,Hamilton County,36,41,1,0,0,0,1,0,0,3,0,1,1,0,0,1,1
New York,Herkimer County,36,43,0,1,3,2,2,2,5,4,11,15,9,12,23,38,20
New York,Jefferson County,36,45,4,4,7,1,1,2,14,8,37,49,30,44,43,101,29
New York,Kings County,36,47,21,5,13,42,60,71,79,82,178,255,156,178,125,245,285
New York,Lewis County,36,49,1,0,0,0,0,0,0,0,2,3,3,2,7,7,4
New York,Livingston County,36,51,1,0,1,2,0,1,0,0,2,2,1,5,1,4,1
New York,Madison County,36,53,0,2,5,4,3,3,1,0,11,6,8,14,6,35,7
New York,Monroe County,36,55,4,3,4,3,4,10,6,10,12,25,13,22,40,89,60
New York,Montgomery County,36,57,2,1,1,1,2,3,4,7,25,21,23,30,20,26,18
New York,Nassau County,36,59,86,48,82,75,59,122,116,104,40,122,21,30,14,25,25
New York,New York County,36,61,107,37,23,105,189,225,170,221,403,528,362,352,262,308,337
New York,Niagara County,36,63,2,1,1,3,1,0,1,2,3,5,4,1,1,5,7
New York,Oneida County,36,65,5,1,2,2,1,5,3,9,26,14,18,49,36,82,41
New York,Onondaga County,36,67,10,5,9,7,11,10,13,10,67,35,29,86,24,45,40
New York,Ontario County,36,69,0,1,2,1,2,2,2,3,2,3,5,2,7,18,15
New York,Orange County,36,71,611,532,541,587,518,536,467,290,396,419,241,316,189,257,194
New York,Orleans County,36,73,0,0,0,1,0,1,0,1,1,0,0,0,0,4,2
New York,Oswego County,36,75,2,2,0,4,3,0,1,4,6,4,5,8,17,56,35
New York,Otsego County,36,77,2,1,3,2,1,0,2,8,14,13,17,35,32,63,53
New York,Putnam County,36,79,290,211,247,303,205,191,149,140,202,133,61,102,76,125,98
New York,Queens County,36,81,21,8,11,41,42,46,21,52,104,134,118,117,88,104,103
New York,Rensselaer County,36,83,68,88,122,157,200,208,271,349,542,296,148,281,214,310,196
New York,Richmond County,36,85,14,5,3,12,37,31,17,29,50,60,34,45,35,39,75
New York,Rockland County,36,87,70,97,120,196,167,254,243,200,353,325,99,96,88,108,99
New York,St. Lawrence County,36,89,3,1,1,4,2,2,1,10,25,47,33,40,50,155,111
New York,Saratoga County,36,91,11,15,15,11,42,69,83,126,364,148,104,170,136,207,67
New York,Schenectady County,36,93,7,3,7,13,17,26,22,34,93,38,23,30,18,29,23
New York,Schoharie County,36,95,0,2,2,2,2,4,5,11,23,26,14,29,12,31,20
New York,Schuyler County,36,97,1,0,1,1,0,0,1,1,1,1,4,7,14,34,9
New York,Seneca County,36,99,1,0,1,2,0,2,2,0,0,3,0,8,4,4,2
New York,Steuben County,36,101,2,0,0,0,0,1,0,0,5,2,3,4,9,20,23
New York,Suffolk County,36,103,581,417,513,288,561,542,190,124,542,216,297,334,240,201,231
New York,Sullivan County,36,105,14,8,18,15,39,36,34,69,118,50,38,37,23,26,22
New York,Tioga County,36,107,2,3,4,3,3,1,2,3,1,7,16,24,27,61,42
New York,Tompkins County,36,109,8,3,5,10,5,3,2,8,42,49,70,145,21,43,29
New York,Ulster County,36,111,214,202,334,300,295,400,358,361,778,582,269,193,152,222,197
New York,Warren County,36,113,0,3,1,0,9,12,12,20,20,94,34,19,33,76,46
New York,Washington County,36,115,1,0,1,5,17,22,56,83,183,181,115,272,77,127,58
New York,Wayne County,36,117,1,2,1,0,0,0,0,2,2,1,1,3,2,15,7
New York,Westchester County,36,119,280,413,339,746,746,458,263,251,264,207,114,167,71,79,92
New York,Wyoming County,36,121,0,1,1,1,0,1,1,1,0,2,1,1,2,1,2
New York,Yates County,36,123,1,0,0,1,0,0,1,0,0,0,1,4,5,14,13
New York,New York,36,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Carolina,Alamance County,37,1,1,0,0,2,1,0,2,0,1,1,0,0,1,2,2
North Carolina,Alexander County,37,3,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0
North Carolina,Alleghany County,37,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
North Carolina,Anson County,37,7,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1
North Carolina,Ashe County,37,9,0,1,2,5,0,0,0,0,2,0,2,0,0,0,2
North Carolina,Avery County,37,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
North Carolina,Beaufort County,37,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
North Carolina,Bertie County,37,15,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
North Carolina,Bladen County,37,17,0,0,0,1,1,0,0,0,0,1,0,0,1,5,0
North Carolina,Brunswick County,37,19,0,1,3,1,1,0,1,1,1,0,2,2,3,5,9
North Carolina,Buncombe County,37,21,0,0,0,1,1,1,0,0,2,3,1,3,0,4,5
North Carolina,Burke County,37,23,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
North Carolina,Cabarrus County,37,25,0,0,1,5,0,0,0,0,1,0,1,1,4,2,1
North Carolina,Caldwell County,37,27,0,0,1,0,0,0,1,0,1,1,0,0,1,1,0
North Carolina,Camden County,37,29,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
North Carolina,Carteret County,37,31,2,0,3,5,4,0,1,0,0,3,0,3,2,2,4
North Carolina,Caswell County,37,33,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
North Carolina,Catawba County,37,35,0,0,2,1,2,1,0,0,0,0,0,0,0,0,2
North Carolina,Chatham County,37,37,1,2,0,1,1,0,0,2,1,1,3,3,0,5,1
North Carolina,Cherokee County,37,39,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
North Carolina,Chowan County,37,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
